tweettext,label
RT @GoooRooo: Very sad news from me. I am leaving @PRstarsTB in October. Huge thanks to all the supporters from the past eleven years. http…,0
This year has caused a buzzing undercurrent of anxiety that's present every day. I know my people because we vibrate at this same frequency.,0
"RT @MindCharity: Mind asked 12,000 UK employees about their mental health and found people in public sector were more likely to take… ",0
RT @cyphrkv: how can I be sad when I know he exists https://t.co/dStDdSi0El,0
RT @DrDeniseMD: Your support for raising awareness of the importance of mental health leaves me with a smile.#gratitude https://t.co/LYRch6…,0
@peyreezy Damn. I hope you're okay. Ik you probably tried to prepare but a million years wouldnt be enough time to… https://t.co/vHoXNd5foc,0
"#HealDepression #Naturally !
#AltWaysToHeal 
https://t.co/6hlj6PeYPf 
#Happy IS #Healthy! https://t.co/yDDLdw6MLd",0
RT @JianGhomeshi: Greetings. Track #9 is now playing: What is smartphone addiction and FOMO doing to our mental health? https://t.co/hvPac4…,0
Okay I need some pills cause this dam game might give me a anxiety attack 😩😩😩,0
"RT @Fanghoul2: I N F L U E N C E R S
“When AlDub started, it gave me the opportunity to touch more lives — na-amplify ’yung reach namin ni…",0
SROP ASKING QUESTIONS ABOUT ME MY ANXIETY IS SO HIGH,0
"RT @Cheysways: Or who ""they said they were."" https://t.co/jdATAQwm4p",0
"RT @julietsburke: reminder that fidget spinners/cubes were made for people with ADD/ADHD, autism and/or anxiety and not for your entertainm…",0
"#RT @Deepestmessages: Find someone who knows you're sad just by the change of tone in your voice, and be with someo… https://t.co/9T99tqVgZn",0
Jom @haqymxy @Bkiey,0
RT @shfly3424: Good morning. Have a week without sad things. 😊 https://t.co/ZExYZLLPdi,0
RT @stickojay: im rlly sad &amp; hungry rn,0
@TineshaCapri I took the initiative to seek out a diagnosis for my mental health. Now I’m thriving in the private s… https://t.co/oyCUu5p4of,0
RT @Dats_nayyy: I get so much anxiety looking at this picture 😭 https://t.co/QzEHD6PqUi,0
"RT @PakejAdinda: Cun la untuk korang nak release stress hujung minggu ni. Ajak member 4 orang pun da best ni!

The Stick, Kuala Kubu Baru,…",0
"RT @PontiacMadeDDG: Everything happens for a reason. Manifest that, and ya stress will be relieved.",0
"RT @BABYTIGER_KTH: V’s grandfather passed away and he’s with the member of BTS in the funeral today in Daegu. 

I love you 💜 You’re such a…",0
"RT @_madeleineanna: whatever Theresa May promises, the last seven years of government is proof that mental health will never be a priority",0
"Was passiert bei Stress in Ihrem Gehirn? Lernen Sie, wie Sie konstruktiv, intelligent und spontan mit Sprache punkt… https://t.co/sivMlnZmX5",0
RT @bipzz: Depression is real.... Let's support one another and not judge.... https://t.co/wuVYvG8g3q,0
RT @masturbatelog: Masturbating didn't help the anxiety,0
Tenia 3℅ de bateria apague el teléfono y lo puse a cargar ahorita que tiene 100℅ y que puedo durar toda la noche co… https://t.co/Mm6lRlivH8,0
RT @GethinUnlocks: So sad but so true... words can’t express the pain that is felt x no winners @PrisonStorm @PrisonStorm @YBRPYouMatter @R…,0
RT @theveganqueen: I guarantee you we're getting more than enough D https://t.co/IMqz5fsiPG,0
"For heaven's sake, why would anyone really chide Prof. Jok Madut &amp; Dr. Augustino Ting for campaigning for the relea… https://t.co/daaGjfbyxf",0
"RT @FOXFOOTY: .@JuliaGillard opens up to @BobMurphy02 about the mighty @westernbulldogs, politics and mental health. 

Don’t miss it. Tonig…",0
RT @medelmarr: ...yeah u cute but are u good for my mental health,0
RT @lifeaseva: Depression is diagnosed by a doctor and can be helped. Its not a sad twitter joke. Its not a relateable tweet. Stop joking a…,0
GMHC opens Carl Jacobs Mental Health Clinic https://t.co/uKB0cutAfr #dino_71pgh #LGBT,0
I'M DYING https://t.co/x2ktqBNtgS,0
"RT @softsebstans: do people who don’t have an anxiety disorder know how lucky they are?? like, you can just go out and do stuff without get…",0
my whole tl is purple hearts I’m sad :(,0
RT @medelmarr: ...yeah u cute but are u good for my mental health,0
RT @memetribute: me trying to better my mental health https://t.co/roAxNDwIbE,0
"RT @Zoheb_Sh: किसान विरोधी मोदी सरकार:
महाराष्ट्र में दो किसानों ने की आत्महत्या, खुद ही चिता बनाकर लगाई आग. https://t.co/m8MyPLJdAr",0
Kitter is a sweet &amp; gentle cat with some anxiety issues that his cone helps him manage. He will make some lucky per… https://t.co/INsiYRHg0Q,0
"RT @Fanghoul2: I N F L U E N C E R S
“When AlDub started, it gave me the opportunity to touch more lives — na-amplify ’yung reach namin ni…",0
Ka sad sa story,0
"Best #EssentialOils for #Anxiety !!  
https://t.co/1ZYRAT28rx 
#Healthy #Happy #Peace !!  #AltWaysToHEAL !! https://t.co/10gqM7kQX4",0
Please don't mention me in anything that has to do with elections.  I have so much anxiety. May I be at peace for the next coming days,0
"RT @captaenken: ppl that ""dont like snsd"" are too pussy to live with individualistic personality-filled technically-not-domesticated creatu…",0
RT @baldboyblues: is isolating myself from everyone bad for my mental health????  yes. will i continue doing that????  Absolutely.,0
"RT @proxactears: you already know what time it is 😎

             12
      11     ^     1
 10         |           2
9           ⊙--&gt;    dep…",0
RT @MedievaI_React: When ur under 12 different layers of stress and anxiety but ur still trying to maintain the appearance of functionality…,0
RT @briannahylton: wow the world is not fair.. such a sad day😔,0
I don’t think y’all understand how sad I am about my roomie not going to be my roomie anymore...,0
RT @baldboyblues: is isolating myself from everyone bad for my mental health????  yes. will i continue doing that????  Absolutely.,0
@missberray @Renee1398 This made me sooo sad,0
RT @FeelingFisky: When I drink coffee to be more productive but it just spikes my anxiety instead https://t.co/rUfJMkA9FY,0
RT @The_Trump_Train: @realDonaldTrump @WhiteHouse Sad! https://t.co/y2FFb9OJ2X,0
@FaeryQueene73 @toSaveUSA @bizzyibe @AP And he was correct to shoot PC as we know from watching the dash cam. You d… https://t.co/Qj3BVPfIza,0
"RT @Fanghoul2: I N F L U E N C E R S
“When AlDub started, it gave me the opportunity to touch more lives — na-amplify ’yung reach namin ni…",0
RT @lillseb: they were like...this sad but after they saw each other they just shone again https://t.co/12lBY9vwZy,0
"RT @kobychill: [the great depression]
tips to get out of the great depression💕

step 1: drink water✨",0
"Why you sad? I don’t know I don’t know smile, say “I love you”",0
RT @altaroi: saw that mc kid sneering down his nose @/cvc so here's a friendly reminder that all pisay students are under the same fucking…,0
RT @yoonhan_b: it's kinda sad how new buddies come each era excited wanting to support Gfriend but at the same time there are ppl who leave…,0
RT @SwizzyWrightt: Maybe if I fall in love with my anxiety it will leave me too,0
RT @Maddyyyyyyyy_: I’m super sad that I haven’t been to an amusement park this summer :’(,0
RT @lifeaseva: Can we all stop treating anxiety like it's a choice and something cool to have thank you,0
RT @DearYouFromWe: i want less. less of it all. more of you. more of what you showed me you could be. less static. less confusion. more lov…,0
"RT @Necation: “okay I think I’m good now”

my depression:
https://t.co/FssbgcWVmN",0
A sad i poplave...,0
"RT @SeoulfulJoy: For ARMY on my tl sad bcse some tweets sound like Japan dates mean end of tour
Remember:
-Japan wasn't end of WINGS
-Endin…",0
RT @eIenaIvarez: ''i'm a gay female minority so anxiety and depression are my two best friends'' it's getting real https://t.co/stoKGENetr,0
anxiety is off the roof 😰,0
"RT @BTSmotivator: Dear You, 

Yes YOU who are reading this. I know u say u're tired instead of sad. You say ppl don't need you instead of s…",0
This is so sad Alexa play despacito https://t.co/k6oizv5g04,0
RT @Ballinas30: La hora sad 😔 https://t.co/OGFeTYKKfQ,0
RT @bbylychee: My depression and my anxiety ganging up on me while I'm out trying to have a good time https://t.co/EqfgiN28hF,0
RT @Youngblood_A99: Such a gorgeous and strong woman!!! https://t.co/HROv5j1nAK,0
How Helping Others Helped Me Conquer My #Anxiety - https://t.co/AvObZVwAOG,0
Anxiety is through the roof. Already in bed. Going to dive into YouTube or Netflix until I pass out in like 4 hours bye,0
RT @rachelmiasimon: i hope everyone with mental health disorders finds a significant other who knows how to deal with them appropriately in…,0
RT @GratitudeDNA: บางสิ่งบางอย่างดูเหมือนเรื่องเล็กน้อยไม่มีค่า...แต่(บางที)เราไม่รู้ว่ามันสำคัญและมีประโยชน์แค่ไหน ป้ายเล็กๆเขียนด้วยมือแข…,0
RT @humansofny: “I don’t think I’m going to miss eighth grade. It’s been a tough year. A lot of my friends are struggling with depr… ,0
"RT @Joonownsme: BTS aren’t psychologists,therefore they’re NOT in the position to provide anything for fulfilling “mental health needs“.The…",0
#Anxiety blows. One mild interaction can be enough to totally throw a person mentally &amp; emotionally. We don't talk about this enough.,0
"RT @CauseWereComedy: Friend: you seem sad. Are you sure you’re OK?

Me: https://t.co/4fixqpfClg",0
RT @humansofny: “I don’t think I’m going to miss eighth grade. It’s been a tough year. A lot of my friends are struggling with depr… ,0
@GuadaVeryGudSup Muy sad. 🙍,0
"I am so sad rn !! :(( he has been so so so busy lately i hope he at least got some time with his family !!
i am so… https://t.co/mFOeYyHYmf",0
"@joonamurm @cashVoutside An article. I’m just saying. If it’s true or not, it still shouldn’t be a #. Some people w… https://t.co/UXGlxFvvHP",0
"RT @MagischeRita: @AnjaMekenkamp Het gaat al heel erg lang niet meer over wat ik wil bereiken, alleen maar: hoe overleef ik. Verder kom ik…",0
RT @medelmarr: ...yeah u cute but are u good for my mental health,0
RT @medelmarr: ...yeah u cute but are u good for my mental health,0
I’m so sad I really hope he’s okay,0
Random spouts of depression when you wake up from a great nap &gt;,0
RT @itsrjhill: Trying to put change in my wallet at the cash register while people in line put pressure on me by just standing https://t.co…,0
na sad ko animal hahahaha,0
"Anyone looking for organic products that can help with; boosting energy, depression, pain, inflammation, diabetes, sleep, and more. DM me 🤙",0
@_ChangedMahMind Anxiety does both of those things to me,0
RT @itsrjhill: Trying to put change in my wallet at the cash register while people in line put pressure on me by just standing https://t.co…,0
"RT @jeoncrack: me: why u sad 
joon: https://t.co/xNKbZzXGkp",0
ok this might sound weird but it blows my mind that people can leave their house without feeling anxious like i’ve… https://t.co/meOIz65f5N,0
"@KillerKillB @KMCRadio @charliekirk11 @rratkinson Look, it comes down to how much we value life. Bottom line: I bel… https://t.co/8zTboUDI7D",0
"RT @Deepestmessages: Find someone who knows you're sad just by the change of tone in your voice, and be with someone who loves the feature…",0
"RT @nohoesvic: Im gonna be stress free 
Im gonna be stress free
Im gonna be stress free
Im gonna be stress free 
Im gonna be stress free
Im…",0
"RT @sirDukeDevin: Trump has coined the term ""Trump Derangement Syndrome"" after criticism of his administration has risen to an all time hig…",0
"RT @essentiallyliv: yesterday I started a devotional plan on life with anxiety &amp; it said something that really stuck

“this is your reminde…",0
"RT @emma_elizabeth6: Country music is for literally anything, like
You’re happy: country
You’re sad: country
You’re heart broken: country
Y…",0
when aren’t I sad,0
Hand Spinner Tri Fidget ADHD Anxiety Austim Stress Reducer Desk Toy EDC Metal  via eBay https://t.co/A5KlCkJTmx,0
Anyone got any tips for flying anxiety? Flying out tomorrow 👀,0
"actually, he remembered her..",0
RT @munch_jin: it's sad bcos jin is sucha private person and it seems some of you guys are more interested in his family than himself. some…,0
"walk up in the club like ""what up i got a big anxiety problem so i'll probably turn around and leave. thanks for having me""",0
RT @humansofny: “I don’t think I’m going to miss eighth grade. It’s been a tough year. A lot of my friends are struggling with depr… ,0
"RT @brucebob60: @dwaynecobb @realDonaldTrump If by chance Trump save money on this issue,  he should put it all to mental health.",0
RT @tonistory_: I quit my job last month to pursue my mealprep business based out of NJ full time. One RT can help me pay my bills and calm…,0
Crazy Talk: Should I Get an Emotional Support Animal For My Mental Health? https://t.co/8vWeluRWvC,0
RT @sushitrash: Mental health is so dope. Take care of yourself!!,0
RT @baldboyblues: is isolating myself from everyone bad for my mental health????  yes. will i continue doing that????  Absolutely.,0
RT @SheriffClarke: This is really sad. Most people her age know that everyday is a blessing and to take life 1 day at a time. God promises…,0
RT @jeppppppppppp_: @UvuvwevwevOssas @syedsigaraga Entah mengapa mak jadi stress tengok wajah kucing ni.,0
@lechatmalefique I don't think so; in the mornings my anxiety hasn't had time to warm up yet :p,0
@kyndrajade307 My anxiety is super high.🙃,0
The average high school student has the same level of anxiety as the average psychiatric patient would in 1950s.,0
RT @itsrjhill: Trying to put change in my wallet at the cash register while people in line put pressure on me by just standing https://t.co…,0
"RT @MonyqueXO: So many women are replying to this trying to justify use of birth control because ""it's not for sex only"". So what if you're…",0
how to desinstalar anxiety curso para principiantes level 1: https://t.co/pEC76pVqxd,0
@Nebulochaoticcc ako din sad huhu,0
Toy: re sad.,0
"9) -- did, or how I see my friends do, as well as lobbying for changes in how we as a society approach mental health, like including it --",0
Tak faham joke ni,0
RT @itsrjhill: Trying to put change in my wallet at the cash register while people in line put pressure on me by just standing https://t.co…,0
RT @dril: the games they're putting out these dsys. Damn. Theyre so good that you never even see gamers with depression anymore,0
"RT @NCAAResearch: Thanks to former @UMichFootball S-A, Will Heininger, for speaking to NCAA staff on the importance of mental health!… ",0
Beautiful. https://t.co/u6ZftQrbvh,0
RT @Sevgituney1: Batı Trakya Türklerinin mücadelesinin unutulmaz ismi Dr.Sadık Ahmet’i Vefatının 23.Seneyi Devriyesinde Kültür ve Turizm Ba…,0
Easier? It’s easy for me to drink in any mood. Drinking goes for any and everything 😂,0
Anxiety. 😑,0
"Ne mogu sad, pašće mi kruna sa glave",0
It’s the same playbook every election cycle... This uneducated person (most likely a bot) has no clue what they’re… https://t.co/BAuwGpQLP8,0
"RT @Kon__K: Men, seeking help for depression, anxiety or any mental health issue is an act of self - love that you deserve. Don't suffer in…",0
oomirls was listening to a sad song playlist last nights cos its on their spotify activity. hope they're gucci and… https://t.co/ttNUhHLgXf,0
เป็นอารมณ์ anxiety โดดเดี่ยว เดียวดาย,0
RT @_MichaelWood_: Important not to let your ego get in the way of your mental health. It's courageous to confide in someone you trust to g…,0
RT @jhsmiIehoya: Just a few hours ago ****s were dragging BTS' mental health and what we're not gonna do is compare armys to them for sayin…,0
"West Coast Suggests Micronutrients Deficiencies
•#Diabetes
•#WeightManagement
•#Inflammation
•#Hypothyroidism
•… https://t.co/hk0y48cUKN",0
highkey surprised at how high my abstractness + anxiety is but ok,0
AND STILL ANXIETY SILENT TOOTHLESS,0
letting stress overtake me 🙄,0
"RT @PontiacMadeDDG: Everything happens for a reason. Manifest that, and ya stress will be relieved.",0
RT @Healthy_LivingO: How To Make Lavender Lemonade To Get Rid Of Headaches &amp; Anxiety https://t.co/INOFaraQpd,0
"साढे चार वर्षको छोरोको हत्यापछि आमाद्वारा पनि आत्महत्या https://t.co/ny6pxoopoO via @Stim News. All about System, T… https://t.co/DWJzGOd5FU",0
Ay k bien la mental health eh,0
Just applied to be on the board for the Mental Health Initiative 😎,0
RT @itsrjhill: Trying to put change in my wallet at the cash register while people in line put pressure on me by just standing https://t.co…,0
RT @medelmarr: ...yeah u cute but are u good for my mental health,0
"@chrisbrown  Anxiety to watch this documentary. Just like me, Team Breezy expects him to pass the Brazil 🇧🇷❤ https://t.co/DGassLUnx4",0
RT @medelmarr: ...yeah u cute but are u good for my mental health,0
"RT @LivPsy: Physical touch makes you healthier. Studies show that massages, hugs, and hand-holding reduces stress and boosts the immune sys…",0
RT @ginunesss: sad but true https://t.co/nAndoVM5Xs,0
RT @BorrachosVIP: ¿Ya es la hora sad? https://t.co/tXg3qMMzLr,0
RT @medelmarr: ...yeah u cute but are u good for my mental health,0
Playlist: sad songs,0
RT @humansofny: “I don’t think I’m going to miss eighth grade. It’s been a tough year. A lot of my friends are struggling with depr… ,0
"RT @Kon__K: Men, seeking help for depression, anxiety or any mental health issue is an act of self - love that you deserve. Don't suffer in…",0
that was such a fun stream im sad now,0
@itsDanBull the cure for anxiety,0
@Speakinoftay Don't let stress ruin your day! Support your mood stability with Natural Vitality CALM. Try it out:… https://t.co/FWPB8ZQPfg,0
"RT @JewhadiTM: Until they need an xtra trillion for jet fuel to next ""climate"" conference &amp; to pay 4 climate change anxiety counse… ",0
"RT @_iiosha: It’s sad when people who gave you the best memories, become a memory.",0
I always think about this when I think of children. The financial upkeep is the last on my mind... I stress about w… https://t.co/Hz5vAnJRLn,0
"General Gordon Hotel #Sydenham was built in 1932 for Tooth and Co. and designed by architect Sidney Warden. 
Sad to… https://t.co/sEUcI6vLOR",0
RT @scottsantens: Annual incomes and employment rates don't show the massive amount of variance in our monthly earnings. A… ,0
"Zach

I’ve battled intense anxiety for a couple years. I started taking CBD oil less than a year ago, and it’s... https://t.co/DlAYcdaqfx",0
RT @medelmarr: ...yeah u cute but are u good for my mental health,0
RT @lifeaseva: Depression is diagnosed by a doctor and can be helped. Its not a sad twitter joke. Its not a relateable tweet. Stop joking a…,0
Sad I didn’t see y’all today @_nenettt @alyssaannram,0
.@courtenlow perfectly articulated how I experience depression. https://t.co/efF40h0ZJt,0
logan and jake paul give me anxiety,0
Oregon is giving me anxiety,0
"How #ChildhoodTrauma can affect Mental and Physical Health Into Adulthood.

#MentalHealth #PhysicalHealth #Trauma... https://t.co/lM7bo4JA6G",0
RT @BorrachosVIP: ¿Ya es la hora sad? https://t.co/tXg3qMMzLr,0
@joqes this gives me anxiety,0
I haven't posted fan art in 5 ever and I hate the anxiety it brings but HEY HERE WE GO,0
i haven’t had a great birthday since i turned 11:(,0
RT @medelmarr: ...yeah u cute but are u good for my mental health,0
@PplOfIndia @vijayanpinarayi Serves the morons who voted for him right. Let them pay for his medical vote sit &amp; his… https://t.co/GXwTGlhDrc,0
Anxiety. Anxiety everywhere,0
RT @odiexyz: the internet is the root of my anxiety,0
RT @badzachx: i’d rather be happy and irrelevant than famous and sad,0
RT @KidsOf2018: current stress level about college starting https://t.co/Ha8lviQ0N8,0
Oh I was blocked out of a gc. I wanna be sad but I was lowkey bored...? Like gcs aren’t the same anymore tbh,0
RT @_CAKEFACEGRACE: o hey depression nice to see u again,0
today was so important for my mental health,0
"RT @PontiacMadeDDG: Everything happens for a reason. Manifest that, and ya stress will be relieved.",0
Can Genesis overcome social anxiety and gamer jerks to win in Virtual Gamedom--and life? #YA #retrogames #VR… https://t.co/ngBR9csEXf,0
"RT @andyerikson: I'm recording a podcast with @PaleGurl and we need some user questions! Any questions about marfan's syndrome, anxiety, or…",0
Cuddling in bed till you fall asleep... was huge stress relive I need that back 😢,0
"RT @BeingUmarNawaz: You’re all I think about
when I’m 
alone
happy
sad
a mess
at my best
in a crowded room
full of joy
falling apart
awake…",0
"RT @heyjenbartel: Posting this in hopes that it helps someone else 💖 On self doubt, negativity, and mental health while starting a cr… ",0
"RT @MtnMoxieGirl: Gratitude eliminates fear, worry, grief and depression, and brings happiness, clarity,  compassion and peace of mind",0
RT @dodo: Cletus the rescue dog has anxiety and so many health issues — but his new parents know exactly how to calm him down. https://t.co…,0
OH FUCK LOL,0
"RT @PakejAdinda: Cun la untuk korang nak release stress hujung minggu ni. Ajak member 4 orang pun da best ni!

The Stick, Kuala Kubu Baru,…",0
"honestly 

wholesome aesthetic &gt; depression aesthetic",0
@JusticeDeshon @dreahdz1 Sad that it’s true lol.,0
"RT @jassaeee: you’re loyalty don’t match mine , the sad part is i thought it did..",0
RT @medelmarr: ...yeah u cute but are u good for my mental health,0
RT @FeelingFisky: When I drink coffee to be more productive but it just spikes my anxiety instead https://t.co/rUfJMkA9FY,0
RT @awonderdj: Anxiety is a helluva drug,0
"RT @lifeaseva: If I had a dollar for every time I open up to someone about my anxiety and they go ""oh yeah I totally get nervous s… ",0
"RT @jeoncrack: me: why u sad 
joon: https://t.co/xNKbZzXGkp",0
RT @humansofny: “I don’t think I’m going to miss eighth grade. It’s been a tough year. A lot of my friends are struggling with depr… ,0
RT @avibebert: Therapists say ‘Trump anxiety disorder’ is a real thing in US https://t.co/Xtps8uTiVR via @YouTube,0
RT @xwvxv: when aren’t I sad,0
"Shout Out: Kate Mahoney, mental health services leader - Chicago Tribune https://t.co/BFq0lUfyg2",0
RT @Dee_Divine17: I need to be at peace with myself 🤯 stress been getting the best of me,0
"RT @Fact: When someone tickles you, your laughter is actually a sign of panic, anxiety and nervousness.",0
RT @MaclandKtm: It's always Harper's fault! Have you visited your doctor recently? You may want to check to see if you have an onset of Har…,0
Haircuts aimed at de-stigmatizing teen mental health issues. https://t.co/HJyUWjwsUh,0
@KTVU Sad! Horribly sad.  But common sense is greater than relying on others advice even demands.,0
RT @st_sseuregi: nOOO https://t.co/USrpVuG4W1,0
"RT @LessThanJR: if you can’t control it, don’t stress over it.",0
@midwestspitfire I feel weird liking these tweets but you describe depression so well that I've got to. (Hang in there.),0
life would be much easier without anxiety so can it choke thank you,0
RT @humansofny: “I don’t think I’m going to miss eighth grade. It’s been a tough year. A lot of my friends are struggling with depr… ,0
"RT @ianspam: To be honest, I'm not doing good. Depression got a tight grip on me recently, decided I need to start seeking help. Sorry it t…",0
RT @humansofny: “I don’t think I’m going to miss eighth grade. It’s been a tough year. A lot of my friends are struggling with depr… ,0
"RT @GardiensDePaix: #AffaireBenalla /(2/2)Les vrais Flics à la rue, sans revenu, aucune aide sociale, sous la pression de leurs hiérarchies…",0
RT @memetribute: me trying to better my mental health https://t.co/roAxNDwIbE,0
RT @medelmarr: ...yeah u cute but are u good for my mental health,0
"RT @nfrealmusic: You wanna know what’s sad about depression.... it becomes such a normal for you , feeling happiness feels foreign and almo…",0
RT @schoolfession: When someone says 'don't be anxious' and your anxiety is cured https://t.co/C0W7WfAFCO,0
"Kids grow up eventually. Don't stress to much, this is me now⚘",0
RT @xxdbreezyxx: How you let a nigga that’s not even your nigga stress you out sis.,0
"RT @BTSmotivator: Dear You, 

Yes YOU who are reading this. I know u say u're tired instead of sad. You say ppl don't need you instead of s…",0
RT @LydiaCharmayne: I wouldn’t wish anxiety on anyone 😭,0
@VoidfoxTV Nosgoth wasn't a horrible game at all. Sad that it ended the way that it did. Didn't it take place in th… https://t.co/BiX6nWSAaW,0
RT @DaleLauraaa: I'm listening to music from 2010 and honestly life was just so much simpler then. I'm sad,0
"RT @heckisthis: girlfriend: ""oN a ScAlE oF 1-10 hOw mUcH dO u loVe mE?""

boyfriend: ""onE...""

girlfriend: ""oMg hOw CoULd yOu?????""

*girlfr…",0
"RT @jeoncrack: me: why u sad 
joon: https://t.co/xNKbZzXGkp",0
RT @GratitudeDNA: บางสิ่งบางอย่างดูเหมือนเรื่องเล็กน้อยไม่มีค่า...แต่(บางที)เราไม่รู้ว่ามันสำคัญและมีประโยชน์แค่ไหน ป้ายเล็กๆเขียนด้วยมือแข…,0
RT @manuriosfdez: idk why but to think that there's a lot of good music out there that i've never heard gives me anxiety,0
RT @KlarksonCelly: oomf can’t speak english all he says when i try to talk to him is djdjjdjd this is so sad like and rt,0
"RT @SaRaAshcraft: You guys, what did @cronsell &amp; I tell you? They seriously, physically, CANNOT HANDLE the stress of #TheGreatAwakening. Th…",0
I be sad af going into work knowing I’m gonna be here for 8+ hours &lt;\3,0
I’m so sad I really hope he’s okay I really want to give him a hug and tell him that everything is going to be okay… https://t.co/ckSfCi5zZV,0
"@vivatregina The conjunction of mental health &amp; beauty. Have you heard of cat marnell? I love her writing, it's so raw",0
Apparently @billpeduto thinks windmills and robots will lead Pittsburgh into a golden era. Better get ready for the coming depression.,0
"RT @jmsknt: ...won, Jane. Enjoy the money, I hope it makes you very happy. Dear Lord, what a sad little life, Jane. You ruined my night com…",0
"What I thought she was gonna spiral into a deep clinical depression or something, so thats good https://t.co/w5XenNkQt2",0
@FLOTUS one might wonder of the sanity and mental health of those that voted for tRump?,0
RT @Gokereafor: Sad you've gone so early Zitta Lee (as I Called you). Down to earth and full of many happenings. For all the times we worke…,0
RT @nirlog_net: 「鬱の診断書」は賢く使わないと身を亡ぼすから超危険だよって話 https://t.co/PGYZh8nOuw,0
debilitating anxiety,0
Y'know what's really good at causing anxiety? Making fun of someone about it after they admit that they deal with it. Douchebags.,0
"RT @OxfordDiplomat: It is with deep regret &amp; sadness, that I announce my official reasons for accepting the posting of becoming Angela Merk…",0
RT @itsrjhill: Trying to put change in my wallet at the cash register while people in line put pressure on me by just standing https://t.co…,0
RT @humansofny: “I don’t think I’m going to miss eighth grade. It’s been a tough year. A lot of my friends are struggling with depr… ,0
I just woke up and found out about this sad news. Stay strong kuya t*ehyung. 💜,0
The anxiety,0
Simple Tips On How To Deal With Anxiety - https://t.co/u4xAvZTz0m,0
RT @taylorndean: imagine how easy life is for people who have such normal mental health that they genuinely think the cures for depression…,0
Hand Spinner Tri Fidget ADHD Anxiety Austim Stress Reducer Desk Toy EDC Metal  via eBay https://t.co/84GPylk93x,0
"McDonald's cashier: ""what sauce would you like with your chicken nuggets?"" 

My social anxiety: ""chocolate!""",0
you need help. professional help. dr phil! oprah!!,0
RT @NandosSA: Simthola kanjani lo sisi weguys? RT to save a life. https://t.co/JY4yCnVZGY,0
"RT @Mariachonx: Dati..ang saya saya ko..pag may article kayo(JHo)
pero ngayon..sad to say..puro negatibo ang comento..at nakasimpatiya most…",0
"I don't know what happened and I suddenly got sad of the tweets I'm seeing right now, sending my deep condolences t… https://t.co/P7tM0TX1Km",0
RT @khiefceefs: your wcw sleeps a lot but gets things done. she's emotional and greedy but cares about your well being and mental health. i…,0
